Bus_name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat_Availability,Bus Link,Bus Route
,,,,,,,,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,08:05,11h 05m,609,4.4,14 Seats available,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),23:05,09:30,10h 25m,1000,4.1,22 Seats available,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Non A/C Seater / Sleeper (2+1),21:15,07:45,10h 30m,500,4.2,13 Seats available,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
AdIndumati Travels,A/C Sleeper (2+1),22:20,08:30,10h 10m,902,4.1,18 Seats available,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,08:30,11h 30m,900,4.3,11 Seats available,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Kadamba Transport Corporation Limited (KTCL) - 89820,A/C Sleeper (2+1),19:00,07:00,12h 00m,800,3.1,19 Seats available,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06:30,10h 00m,609,4.6,32 Seats available,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,06:30,10h 30m,500,4.4,33 Seats available,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
AdIndumati Travels,A/C Sleeper (2+1),21:00,07:00,10h 00m,900,4.1,18 Seats available,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,A/C Sleeper (2+1),18:00,04:00,10h 00m,909,4.5,16 Seats available,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,06:00,12h 55m,800,3.8,17 Seats available,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,1000,4.1,13 Seats available,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),18:30,10:31,16h 01m,1000,4.3,17 Seats available,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdIntrCity SmartBus,AC Sleeper (2+1),20:25,10:15,13h 50m,1009,4.1,9 Seats available,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),17:00,06:00,13h 00m,1010,4.1,14 Seats available,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Limousine Tours & Travels,A/C Sleeper (2+1),21:00,09:20,12h 20m,2374,,11 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Shanta Travels,NON A/C Sleeper (2+1),19:30,08:15,12h 45m,1810,4.1,3 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
VKV Travels,A/C Sleeper (2+1),22:55,10:00,11h 05m,2646,4.0,8 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),21:00,10:00,13h 00m,2510,4.2,5 Seats available,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
IntrCity SmartBus,AC Sleeper (2+1),20:30,10:40,14h 10m,2299,4.0,1 Seat available,https://www.redbus.in/bus-tickets/bangalore-to-goa,Bangalore to Goa
Streamline tours and travels,A/C Sleeper (2+1),18:00,06:30,12h 30m,1099,4.3,15 Seats available,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Shanta Travels,NON A/C Sleeper (2+1),18:15,07:30,13h 15m,860,4.1,18 Seats available,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,07:15,13h 15m,1199,4.5,3 Seats available,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Intercity travels,Bharat Benz A/C Sleeper (2+1),17:15,06:30,13h 15m,999,4.2,9 Seats available,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/goa-to-bangalore,Goa to Bangalore
Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,08:00,13h 30m,800,4.0,20 Seats available,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:00,09:00,14h 00m,800,4.6,20 Seats available,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:30,10:45,15h 15m,1000,4.8,22 Seats available,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
AdIntrCity SmartBus,AC Sleeper (2+1),21:00,11:20,14h 20m,1009,3.8,20 Seats available,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
IntrCity SmartBus,AC Sleeper (2+1),18:30,09:00,14h 30m,1009,4.1,24 Seats available,https://www.redbus.in/bus-tickets/goa-to-mumbai,Goa to Mumbai
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,10:00,12h 45m,735,3.4,30 Seats available,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:30,10h 45m,949,1.6,19 Seats available,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,999,2.5,19 Seats available,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,05:00,09h 15m,951.43,2.5,18 Seats available,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,06:30,10h 45m,856,2.5,18 Seats available,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Pandharpur to Goa
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07:00,12h 00m,735,3.2,25 Seats available,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,04:20,08h 05m,899,2.5,28 Seats available,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:15,03:35,08h 20m,899,2.5,21 Seats available,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),17:45,03:35,09h 50m,809,2.5,21 Seats available,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,04:20,09h 30m,899,2.5,30 Seats available,https://www.redbus.in/bus-tickets/goa-to-pandharpur,Goa to Pandharpur
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,10:00,14h 00m,850,3.7,29 Seats available,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
S R Travels,A/C Seater/Sleeper (2+1),18:45,07:00,12h 15m,600,2.6,19 Seats available,https://www.redbus.in/bus-tickets/solapur-to-goa,Solapur to Goa
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,20:00,01h 30m,200,4.4,,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,Calangute (goa) to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,02:30,07h 30m,420,3.3,24 Seats available,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),18:30,01:00,06h 30m,659,4.6,24 Seats available,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,01:30,06h 30m,500,4.4,22 Seats available,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Amrutyog Travels,A/C Sleeper (2+1),19:00,02:30,07h 30m,499,4.3,31 Seats available,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
IntrCity SmartBus,AC Sleeper (2+1),19:30,01:10,05h 40m,659,4.9,18 Seats available,https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Goa to Kolhapur(Maharashtra)
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,08:30,13h 30m,850,3.3,25 Seats available,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:30,09h 30m,1250,3.7,18 Seats available,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
IntrCity SmartBus,AC Sleeper (2+1),17:30,04:15,10h 45m,2059,3.6,2 Seats available,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
S R Travels,A/C Seater/Sleeper (2+1),20:30,07:30,11h 00m,700,2.2,6 Seats available,https://www.redbus.in/bus-tickets/goa-to-solapur,Goa to Solapur
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:00,09h 00m,490,3.7,25 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,500,3.6,9 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),17:45,01:20,07h 35m,809,2.5,21 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,02:05,07h 15m,699,2.5,28 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),18:50,01:20,06h 30m,899,2.5,21 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,06:05,11h 05m,675,3.2,25 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,02:00,07h 00m,1450,2.4,24 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,03:35,07h 20m,899,2.5,29 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:15,02:50,07h 35m,899,2.5,21 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,03:35,07h 50m,854,2.5,30 Seats available,https://www.redbus.in/bus-tickets/goa-to-sangola,Goa to Sangola (Solapur)
Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,10:00,12h 15m,675,3.0,29 Seats available,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,05:00,08h 30m,999,2.5,19 Seats available,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,05:00,08h 30m,951.43,2.5,18 Seats available,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,06:30,10h 00m,949,2.5,19 Seats available,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:30,06:30,10h 00m,856,2.5,18 Seats available,https://www.redbus.in/bus-tickets/sangola-to-goa,Sangola (Solapur) to Goa
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:40,01h 10m,200,3.1,,https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,Mopa Airport to Calangute (goa)
Kadamba Transport Corporation Limited (KTCL) - 159066,A/C Seater (2+3),17:14,17:45,00h 31m,150,3.7,,https://www.redbus.in/bus-tickets/goa-to-mopa-airport,Goa to Mopa Airport
Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,04:30,09h 30m,505,3.2,25 Seats available,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,500,3.8,11 Seats available,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,01:30,06h 30m,1250,2.6,26 Seats available,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),20:15,02:20,06h 05m,699,2.5,30 Seats available,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:15,01:35,06h 20m,899,2.5,21 Seats available,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),19:00,20:00,01h 00m,150,4.4,,https://www.redbus.in/bus-tickets/panaji-to-goa-airport,Panaji to Goa Airport
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:00,00h 30m,150,5.0,,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 161590,A/C Seater (2+1),20:00,20:30,00h 30m,150,3.7,,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,23:00,02h 00m,400,4.3,,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,21:55,00h 55m,200,3.7,,https://www.redbus.in/bus-tickets/mopa-airport-to-goa,Mopa Airport to Goa
Kadamba Transport Corporation Limited (KTCL) - 132897,Non AC Seater (2+2),23:00,08:00,09h 00m,450,2.1,38 Seats available,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,1100,3.5,4 Seats available,https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Kadamba Transport Corporation Limited (KTCL) - 159066,A/C Seater (2+3),17:14,17:45,00h 31m,150,3.7,,https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,Margao to Mopa Airport
IntrCity SmartBus,A/C Sleeper (2+1),21:30,05:25,07h 55m,909,4.5,11 Seats available,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,900,4.4,25 Seats available,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,04:25,07h 55m,609,4.6,32 Seats available,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,A/C Sleeper (2+1),18:00,01:55,07h 55m,909,4.4,16 Seats available,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,07:30,09h 30m,1000,4.1,29 Seats available,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
PSR Travels Goa,A/C Sleeper (2+1),19:15,10:00,14h 45m,1199,3.8,17 Seats available,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,11:00,16h 00m,1250,1.3,18 Seats available,https://www.redbus.in/bus-tickets/goa-to-shirdi,Goa to Shirdi
Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,18:00,00h 30m,150,5.0,,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 161590,A/C Seater (2+1),20:00,20:30,00h 30m,150,3.7,,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,23:00,02h 00m,400,4.3,,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Kadamba Transport Corporation Limited (KTCL) - 159016,A/C Seater (2+3),21:00,21:55,00h 55m,200,3.7,,https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,Mopa Airport to Margao
Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,02:30,09h 00m,900,3.7,11 Seats available,https://www.redbus.in/bus-tickets/goa-to-shimoga,Goa to Shivamogga
SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,Non AC Seater (2+3),17:50,22:00,04h 10m,155,3.5,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:40,20:30,03h 55m,486,3.9,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:45,20:45,04h 00m,486,4.1,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline,Volvo A/C Seater (2+2),17:10,21:00,03h 50m,486,4.1,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),17:30,21:20,03h 50m,486,3.9,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),17:20,19:30,02h 10m,429,4.1,,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Suman sabir,Non AC Seater (2+3),18:50,22:00,03h 10m,111,2.4,,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Royal Cruiser,Volvo A/C Seater (2+2),19:30,22:15,02h 45m,400,1.5,,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Suman sabir,Non AC Seater (2+3),21:00,23:59,02h 59m,111,2.4,,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Pammi Travels,,21:00,23:59,02h 59m,2100,1.0,,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-HALDIA - KOLKATA - ALL STOP - 17:30 (HLD DEPOT) - 630,Non AC Seater (2+3),17:30,20:30,03h 00m,110,3.4,,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,Non AC Seater (2+3),17:30,20:30,03h 00m,110,4.2,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,Non AC Seater (2+3),18:15,21:15,03h 00m,110,3.2,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),17:20,21:20,04h 00m,486,4.5,,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SBSTC-KOLKATA-ARAMBAG-17:30 - 585,Non AC Seater (2+3),17:30,20:00,02h 30m,95,4.2,,https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,Kolkata to Arambagh (West Bengal)
WBTC (CTC) Barasat-Midnapur - 208|17:00,Non AC Seater (2+3),17:00,18:50,01h 50m,105,2.7,,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,04:30,05h 00m,799,4.5,21 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Express Line,Volvo 9600 A/C Seater (2+2),23:45,04:45,05h 00m,689,4.3,39 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,05:30,07h 30m,600,4.2,12 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Parameswar Travels,A/C Seater Push Back (2+3),23:45,05:00,05h 15m,400,3.2,24 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,515,3.9,14 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
SBSTC-DIGHA - KOLKATA - 17:15 (DIGHA DEPOT) - 1158,Non AC Seater (2+3),17:15,21:45,04h 30m,155,1.0,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Snemita Paribahan(Shinjini),A/C Seater (2+3),22:45,04:10,05h 25m,330,3.6,30 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
City Express (Shinjini),AC Seater (2+3),22:45,04:10,05h 25m,330,3.2,26 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Satya Paribahan,A/C Seater (2+3),23:00,03:45,04h 45m,280,2.9,24 Seats available,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
Basu Travels,A/C Seater Push Back (2+3),17:30,22:30,05h 00m,419,2.3,,https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
SBSTC-KOLKATA - MIDNAPUR - 18:00 (MID DEPOT) - 597,Non AC Seater (2+3),18:00,21:00,03h 00m,110,3.2,,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore
SBSTC-KOLKATA - MIDNAPUR - 18:45 (MID DEPOT) - 678,Non AC Seater (2+3),18:45,21:45,03h 00m,110,3.2,,https://www.redbus.in/bus-tickets/kolkata-to-midnapore,Kolkata to Midnapore
SBSTC-KOLKATA - JAMURIA - VIA - DURGAPUR - 17:30 - 300,Non AC Seater (2+3),17:30,22:00,04h 30m,180,4.5,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),17:20,22:20,05h 00m,524,4.3,,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
Beauty Travels,NON A/C Seater / Sleeper (2+2),20:20,00:30,04h 10m,380,5.0,1 Seat available,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,Non AC Seater (2+3),17:30,00:00,06h 30m,80,4.4,2 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,Non AC Seater (2+3),18:15,00:00,05h 45m,80,4.4,16 Seats available,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,Kolkata to Nimtouri
